customerID,gender,SeniorCitizen,Partner,Dependents,tenure,PhoneService,MultipleLines,InternetService,OnlineSecurity,OnlineBackup,DeviceProtection,TechSupport,StreamingTV,StreamingMovies,Contract,PaperlessBilling,PaymentMethod,MonthlyCharges,TotalCharges,Churn
2791EZOQG,Female,1,Yes,Yes,65,No,No phone service,Fiber optic,Yes,Yes,Yes,Yes,No internet service,No internet service,Two year,No,Credit card (automatic),113,722,Yes
5488AESGJ,Female,0,No,Yes,31,No,No phone service,Fiber optic,No,No,No,Yes,Yes,No,Two year,Yes,Electronic check,72,537,Yes
8127PAOVG,Female,1,No,Yes,38,Yes,Yes,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,Yes,Bank transfer (automatic),85,31,Yes
7871AMLGX,Male,1,Yes,No,71,No,No phone service,Fiber optic,No,No,No,No,No internet service,No,Two year,Yes,Credit card (automatic),83,899,Yes
5333CYMUT,Female,0,No,Yes,41,No,No phone service,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,One year,No,Credit card (automatic),44,311,No
4332HTMPJ,Female,0,No,Yes,38,No,No phone service,DSL,No,Yes,No,No internet service,No,No internet service,Two year,Yes,Bank transfer (automatic),48,935,No
1698VSOZA,Female,1,No,Yes,45,Yes,Yes,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,No,Credit card (automatic),118,802,Yes
7933GWSZY,Female,0,No,Yes,47,No,No phone service,Fiber optic,No internet service,Yes,No internet service,Yes,No internet service,No,One year,No,Credit card (automatic),85,684,Yes
6983SOKPV,Male,1,Yes,No,42,No,No phone service,Fiber optic,No internet service,No,Yes,No,Yes,Yes,One year,Yes,Credit card (automatic),119,382,No
8787GFTAF,Female,0,No,Yes,68,Yes,Yes,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Two year,No,Bank transfer (automatic),123,194,Yes
9162NPXLM,Female,1,No,No,0,No,No phone service,Fiber optic,Yes,No,Yes,No,No internet service,No internet service,Two year,No,Electronic check,122,530,No
6743VFJFI,Female,0,No,Yes,27,No,No phone service,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,Yes,Credit card (automatic),38,588,No
6958FZYMB,Female,0,No,Yes,33,Yes,No,Fiber optic,No,No,No internet service,No,No,No internet service,Two year,Yes,Mailed check,26,737,No
9789YINBQ,Female,1,No,Yes,1,Yes,No phone service,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Two year,No,Bank transfer (automatic),54,830,Yes
5112NFQZL,Female,0,No,No,68,Yes,No phone service,DSL,Yes,No internet service,No internet service,Yes,No,Yes,Two year,Yes,Electronic check,86,190,No
8168AANAU,Female,1,Yes,Yes,35,No,No phone service,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Two year,Yes,Mailed check,105,219,No
9761UHFRM,Male,0,Yes,Yes,66,Yes,No phone service,DSL,Yes,No,No internet service,Yes,No,Yes,Two year,Yes,Bank transfer (automatic),72,909,Yes
8073IQDCY,Female,1,Yes,No,8,No,No phone service,DSL,No internet service,No internet service,No internet service,Yes,No internet service,No internet service,One year,No,Credit card (automatic),50,828,Yes
3399IAOLW,Male,1,No,Yes,1,No,No phone service,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,Yes,Mailed check,39,76,No
4240ZIQUJ,Male,1,Yes,No,70,No,No phone service,DSL,No internet service,No internet service,No internet service,No,Yes,No internet service,Two year,No,Credit card (automatic),97,26,No
5355QVHNA,Female,1,No,Yes,65,No,No phone service,DSL,No,Yes,No,No internet service,Yes,No internet service,Month-to-month,Yes,Credit card (automatic),106,309,Yes
9462MSAFW,Male,0,No,No,39,No,No phone service,DSL,No,No,No,Yes,Yes,No,Two year,Yes,Credit card (automatic),118,369,No
7550BICOM,Male,0,No,Yes,57,Yes,No phone service,Fiber optic,No,Yes,No,Yes,No internet service,No,Month-to-month,Yes,Electronic check,40,546,Yes
2254DEZEZ,Female,0,No,No,49,No,No phone service,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,No,Bank transfer (automatic),83,711,Yes
3927BSQRY,Female,0,Yes,Yes,30,No,No phone service,Fiber optic,No,No internet service,No internet service,Yes,No internet service,Yes,Two year,Yes,Mailed check,81,664,No
3441JDUWL,Male,1,Yes,No,23,No,No phone service,Fiber optic,No,Yes,No internet service,Yes,Yes,No,Month-to-month,No,Mailed check,69,265,No
8872DYIZV,Female,0,Yes,Yes,65,No,No phone service,DSL,No internet service,No,No internet service,No,No,No,Two year,No,Mailed check,112,574,Yes
9914ZZQPN,Male,1,Yes,No,0,No,No phone service,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,One year,Yes,Credit card (automatic),21,891,No
3651OXURN,Male,0,Yes,No,22,No,No phone service,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,One year,No,Bank transfer (automatic),101,284,Yes
5483IBFDS,Male,1,Yes,No,25,Yes,No,DSL,No,No internet service,Yes,Yes,No,No,Month-to-month,No,Bank transfer (automatic),103,519,No
8583QSTAF,Male,0,No,Yes,16,No,No phone service,Fiber optic,No internet service,Yes,No internet service,No internet service,No internet service,No,One year,Yes,Electronic check,75,913,No
5520SANVU,Male,0,Yes,Yes,21,Yes,Yes,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,One year,Yes,Bank transfer (automatic),61,572,Yes
8464BPVCW,Male,1,No,Yes,27,Yes,No,DSL,No internet service,Yes,No,No internet service,No internet service,Yes,Month-to-month,Yes,Electronic check,62,567,Yes
8974SNDRV,Male,1,Yes,Yes,48,Yes,No,Fiber optic,Yes,Yes,No internet service,No,No internet service,No,One year,No,Electronic check,93,883,No
4267RSIWC,Female,0,Yes,No,45,Yes,No phone service,DSL,No internet service,No internet service,Yes,Yes,Yes,No internet service,One year,No,Bank transfer (automatic),87,623,Yes
8536BASEK,Male,1,Yes,No,63,Yes,No phone service,Fiber optic,No internet service,Yes,No internet service,No,No,No,Two year,No,Electronic check,105,321,Yes
8476YYXAF,Female,1,No,Yes,54,Yes,Yes,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,One year,No,Electronic check,93,681,No
6467WGXNE,Male,1,Yes,No,22,Yes,Yes,DSL,Yes,No internet service,No internet service,No,No,Yes,Two year,No,Mailed check,114,426,Yes
4224BXUKY,Male,0,No,Yes,21,No,No phone service,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Two year,Yes,Bank transfer (automatic),57,75,Yes
3894VUXAP,Male,0,Yes,No,53,No,No phone service,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Two year,Yes,Credit card (automatic),69,112,No
7090NXZBF,Female,0,No,No,16,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,No,Credit card (automatic),82,293,Yes
4865FQYUO,Female,0,No,Yes,4,No,No phone service,DSL,Yes,No internet service,No,Yes,No,No,Month-to-month,Yes,Credit card (automatic),30,290,Yes
2127QLZUD,Female,0,Yes,Yes,25,No,No phone service,Fiber optic,No internet service,No internet service,No,No,No internet service,No,One year,No,Bank transfer (automatic),76,795,Yes
3653HDCAQ,Male,0,Yes,Yes,15,Yes,No,Fiber optic,Yes,No internet service,No internet service,Yes,Yes,Yes,One year,No,Electronic check,124,235,No
2494JSLTW,Female,1,No,No,64,No,No phone service,DSL,Yes,Yes,Yes,No,No internet service,Yes,Month-to-month,Yes,Bank transfer (automatic),92,48,No
2317MMMGP,Female,0,Yes,Yes,18,Yes,No,Fiber optic,No internet service,Yes,No,No,No,No,Two year,Yes,Credit card (automatic),42,297,Yes
4810UHXKR,Female,1,Yes,No,42,No,No phone service,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Two year,Yes,Mailed check,116,408,No
3200XMKZH,Male,1,Yes,No,37,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Two year,Yes,Credit card (automatic),68,259,No
2012HVXGN,Female,0,No,No,38,Yes,No phone service,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,Yes,Electronic check,45,650,Yes
8872ALITM,Male,0,No,No,23,Yes,No phone service,Fiber optic,Yes,No,No,Yes,No,No internet service,Month-to-month,Yes,Electronic check,120,936,No
2824GQCRM,Female,1,Yes,Yes,3,Yes,Yes,DSL,No internet service,No internet service,No internet service,Yes,No internet service,Yes,Two year,Yes,Credit card (automatic),98,766,No
6899BMXWZ,Male,1,No,Yes,53,No,No phone service,DSL,No,No internet service,Yes,No internet service,Yes,Yes,Two year,Yes,Mailed check,72,874,No
7014JKTGE,Female,0,Yes,Yes,63,No,No phone service,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,No,Electronic check,70,449,No
5395DDZCG,Male,0,Yes,No,54,Yes,Yes,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Two year,No,Mailed check,78,457,No
5299QWHOK,Female,1,No,Yes,66,No,No phone service,DSL,Yes,Yes,No internet service,No internet service,No internet service,Yes,Month-to-month,Yes,Credit card (automatic),20,736,Yes
4488OZWLG,Male,0,Yes,Yes,47,No,No phone service,DSL,No internet service,No,No internet service,No,No,No,Two year,No,Electronic check,30,174,Yes
1108KFJSK,Female,1,Yes,Yes,60,Yes,Yes,DSL,No,No,Yes,No internet service,No internet service,No internet service,Month-to-month,No,Mailed check,49,807,Yes
6083VEHDZ,Male,0,No,Yes,60,Yes,Yes,DSL,No,No internet service,Yes,No internet service,Yes,No,One year,No,Electronic check,112,577,No
1192UTQBJ,Female,1,No,Yes,23,No,No phone service,DSL,No internet service,No,No internet service,No,Yes,No internet service,Month-to-month,No,Credit card (automatic),122,790,No
8726IDNUJ,Female,1,No,Yes,69,No,No phone service,Fiber optic,No internet service,Yes,Yes,Yes,Yes,Yes,Month-to-month,No,Electronic check,32,492,No
1522WCMVA,Female,0,No,Yes,62,No,No phone service,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,No,Bank transfer (automatic),76,783,No
6122UMHNJ,Male,0,No,Yes,56,No,No phone service,DSL,No,Yes,No internet service,No internet service,Yes,No,Two year,Yes,Electronic check,68,693,No
6673XMGVF,Male,1,Yes,No,33,Yes,No phone service,DSL,No internet service,Yes,No internet service,No internet service,No,No,Two year,No,Bank transfer (automatic),107,29,Yes
2887CUKQS,Female,0,Yes,Yes,44,No,No phone service,Fiber optic,No internet service,Yes,Yes,No internet service,Yes,Yes,Two year,Yes,Bank transfer (automatic),82,361,No
9060LGQKC,Female,0,No,Yes,40,No,No phone service,Fiber optic,No,No,No,No,Yes,No,Two year,No,Bank transfer (automatic),61,456,No
7548VEPYB,Female,1,No,Yes,7,No,No phone service,Fiber optic,No,No internet service,No internet service,Yes,No,No internet service,One year,Yes,Credit card (automatic),124,457,Yes
5651XDFXL,Female,1,Yes,Yes,11,No,No phone service,DSL,Yes,No,No internet service,No internet service,No,No,Two year,Yes,Bank transfer (automatic),94,816,Yes
2535NJLAJ,Female,0,No,Yes,18,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,One year,No,Mailed check,23,47,Yes
4317EBOGY,Male,0,No,No,69,No,No phone service,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Two year,No,Credit card (automatic),15,25,No
6645FTFKF,Female,0,No,No,34,No,No phone service,DSL,No internet service,No,Yes,No internet service,No internet service,No,Month-to-month,Yes,Electronic check,119,909,Yes
8995VBPYT,Male,0,No,No,72,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Two year,No,Mailed check,21,524,Yes
6734YMQLG,Female,0,No,Yes,5,Yes,No phone service,DSL,No internet service,Yes,No,No internet service,No internet service,No internet service,Month-to-month,No,Mailed check,34,524,No
4108SDKNS,Female,1,Yes,Yes,57,No,No phone service,Fiber optic,No internet service,No internet service,No internet service,No internet service,No internet service,Yes,Two year,Yes,Electronic check,55,43,No
1637STMLN,Female,1,Yes,No,67,Yes,No,Fiber optic,No internet service,No,Yes,No internet service,Yes,Yes,One year,No,Credit card (automatic),103,340,Yes
7915UCDCR,Female,1,Yes,Yes,35,No,No phone service,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,Yes,Credit card (automatic),105,584,No
7014IMXLE,Female,1,Yes,No,63,Yes,No phone service,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,No,Electronic check,75,884,Yes
4112LHIEV,Male,0,Yes,No,17,Yes,No phone service,DSL,No,No,Yes,No,No,No,Two year,No,Electronic check,61,323,No
2943OFOML,Male,1,Yes,No,63,No,No phone service,Fiber optic,No,Yes,No internet service,No,No internet service,No internet service,Month-to-month,No,Electronic check,38,107,No
3508RUHKK,Female,1,Yes,No,29,Yes,Yes,DSL,Yes,No,Yes,Yes,Yes,No internet service,Two year,Yes,Electronic check,114,866,No
7607OMHHZ,Male,1,Yes,Yes,4,Yes,Yes,Fiber optic,No internet service,Yes,No,Yes,No,No internet service,One year,No,Bank transfer (automatic),114,794,Yes
4817ABNTG,Male,0,Yes,No,6,No,No phone service,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,One year,No,Credit card (automatic),30,716,No
7763PLCVE,Male,0,Yes,No,33,No,No phone service,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Two year,No,Credit card (automatic),42,392,No
8559VTUJQ,Female,1,Yes,Yes,5,No,No phone service,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,No,Bank transfer (automatic),19,76,No
9520GEDET,Male,1,Yes,Yes,25,Yes,Yes,DSL,Yes,No internet service,No internet service,No,No,No,Month-to-month,Yes,Electronic check,95,525,No
6702JTLWI,Male,1,No,Yes,2,No,No phone service,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Two year,No,Bank transfer (automatic),61,390,No
9235FQXLE,Male,0,No,Yes,50,No,No phone service,DSL,Yes,No internet service,No internet service,No,No,Yes,One year,No,Credit card (automatic),107,349,No
9777ITHWM,Male,0,Yes,Yes,5,Yes,No,DSL,No internet service,Yes,No,No internet service,No internet service,No,Two year,No,Credit card (automatic),106,674,Yes
2608BYYLU,Female,0,Yes,No,65,Yes,Yes,DSL,No,No,No internet service,No internet service,No internet service,Yes,Month-to-month,Yes,Electronic check,52,27,Yes
3289NMPCI,Male,0,Yes,Yes,52,Yes,No phone service,Fiber optic,No internet service,Yes,No,Yes,No internet service,No internet service,Two year,Yes,Electronic check,117,32,Yes
